,state,city,fips,city_geolocation,county_geolocation,city_pop
278,IA,Davenport,IA 19163,"(41.5557926876, -90.6051730163)","(41.6371, -90.6232)",99685
279,CA,Santa Maria,CA 06083,"(34.9333735757, -120.443326954)","(34.6731, -120.0165)",99553
280,CA,El Cajon,CA 06073,"(32.8016581921, -116.960483614)","(33.0354, -116.7335)",99478
281,TX,Richardson,TX 48113,"(32.9716582389, -96.7093052991)","(32.7666, -96.7779)",99223
282,WI,Kenosha,WI 55059,"(42.585570271, -87.8735745085)","(42.5767, -88.0418)",99218
283,CA,Rialto,CA 06059,"(34.1128158089, -117.388535978)","(33.703, -117.7605)",99171
284,OK,Broken Arrow,OK 40143,"(36.0366324911, -95.7809572414)","(36.1211, -95.9414)",98850
285,MI,Dearborn,MI 26163,"(42.3126884626, -83.2129368006)","(42.284, -83.2865)",98153
286,NY,Albany,NY 36001,"(42.6663969604, -73.7986826267)","(42.6002, -73.9735)",97856
287,NM,Las Cruces,NM 35013,"(32.326638797, -106.789465579)","(32.3527, -106.8328)",97618
288,SC,North Charleston,SC 45019,"(32.9100915071, -80.0738525014)","(32.6714, -80.1831)",97471
289,FL,Lakeland,FL 12105,"(28.0558482664, -81.9539536462)","(27.9489, -81.6978)",97422
290,CO,Boulder,CO 08013,"(40.0275510494, -105.25151776)","(40.0925, -105.3575)",97385
291,CA,San Mateo,CA 06081,"(37.5518226893, -122.312390346)","(37.4218, -122.3293)",97207
292,VA,Roanoke,VA 51770,"(37.2782181855, -79.9581615989)","(37.2781, -79.9581)",97032
293,MI,Livonia,MI 26163,"(42.3971592737, -83.3733073683)","(42.284, -83.2865)",96942
294,TX,Tyler,TX 48423,"(32.3154021183, -95.3050093799)","(32.375, -95.2692)",96900
295,OK,Lawton,OK 40031,"(34.6170564899, -98.4203934803)","(34.6621, -98.4717)",96867
296,CA,Compton,CA 06037,"(33.892965693, -118.227506568)","(34.3203, -118.2252)",96455
297,CA,Clovis,CA 06019,"(36.8289400179, -119.68665285)","(36.7584, -119.6503)",95631
298,VA,Portsmouth,VA 51740,"(36.8451450228, -76.3552763467)","(36.8449, -76.3548)",95535
299,TX,Lewisville,TX 48121,"(33.0451992429, -96.9829273031)","(33.2043, -97.1171)",95290
300,MA,New Bedford,MA 25005,"(41.6712667258, -70.9441204537)","(41.802, -71.1153)",95072
301,CA,South Gate,CA 06037,"(33.9447322664, -118.192550525)","(34.3203, -118.2252)",94396
302,TX,College Station,TX 48041,"(30.5867615801, -96.2957958614)","(30.6611, -96.3023)",93857
303,GA,Sandy Springs,GA 13121,"(33.9366669867, -84.3703197084)","(33.7903, -84.4669)",93853
304,CA,Vista,CA 06073,"(33.1895481978, -117.238607217)","(33.0354, -116.7335)",93834
305,MA,Brockton,MA 25021,"(42.082071372, -71.0241656338)","(42.155, -71.2248)",93810
306,CA,Mission Viejo,CA 06059,"(33.6095976891, -117.655029608)","(33.703, -117.7605)",93305
307,TX,San Angelo,TX 48451,"(31.440468746, -100.452243142)","(31.4044, -100.4621)",93200
308,AZ,Yuma,AZ 04027,"(32.5986027117, -114.54836837)","(32.7694, -113.9056)",93064
309,CO,Greeley,CO 08123,"(40.4141369521, -104.771170982)","(40.5549, -104.3925)",92889
310,CA,Vacaville,CA 06095,"(38.3597235063, -121.96903046)","(38.2805, -121.9266)",92428
311,WA,Kent,WA 53033,"(47.3849636272, -122.217890194)","(47.4902, -121.8048)",92411
312,MA,Quincy,MA 25025,"(42.2492981918, -71.0218764062)","(42.3308, -71.0818)",92271
313,FL,Davie,FL 12011,"(26.0789340778, -80.2869750311)","(26.1519, -80.4886)",91992
314,CA,Carson,CA 06059,"(33.8374083001, -118.255936422)","(33.703, -117.7605)",91714
315,OR,Hillsboro,OR 41067,"(45.529027994, -122.937442209)","(45.5601, -123.0985)",91611
316,MO,Lee's Summit,MO 29095,"(38.9170508128, -94.3814865856)","(39.0085, -94.3461)",91364
317,GA,Macon,GA 13021,"(32.8320417692, -83.6495823768)","(32.8067, -83.6979)",91351
318,TX,Pearland,TX 48201,"(29.5584850577, -95.3208389111)","(29.8588, -95.3963)",91252
319,WA,Yakima,WA 53077,"(46.5925792092, -120.547807614)","(46.4569, -120.7387)",91067
320,WA,Renton,WA 53033,"(47.4760546752, -122.191153327)","(47.4902, -121.8048)",90927
321,AL,Tuscaloosa,AL 01125,"(33.2336083951, -87.5268004073)","(33.2896, -87.525)",90468
322,MA,Lynn,MA 25025,"(42.4783322881, -70.9662372538)","(42.3308, -71.0818)",90329
323,NV,Sparks,NV 32029,"(39.573373276, -119.713134168)","(39.4466, -119.5291)",90264
324,CA,Hesperia,CA 06037,"(34.3973476773, -117.314392219)","(34.3203, -118.2252)",90173
325,CA,Redding,CA 06089,"(40.5697591271, -122.365026322)","(40.7638, -122.0405)",89861
326,OR,Beaverton,OR 41067,"(45.4795765674, -122.814973469)","(45.5601, -123.0985)",89803
327,WA,Spokane Valley,WA 53063,"(47.662556574, -117.234571922)","(47.6206, -117.404)",89755
328,CA,Santa Monica,CA 06037,"(34.0231891612, -118.481563937)","(34.3203, -118.2252)",89736
329,CA,Westminster,CA 06059,"(33.7521523769, -117.993760054)","(33.703, -117.7605)",89701
330,WA,Federal Way,WA 53053,"(47.3090846316, -122.335755583)","(47.023, -122.102)",89306
331,IL,Waukegan,IL 17097,"(42.3702955582, -87.8712595095)","(42.3231, -88.0036)",89078
332,MA,Fall River,MA 25005,"(41.7139907598, -71.0996396919)","(41.802, -71.1153)",88857
333,CA,Santa Barbara,CA 06083,"(34.4285733874, -119.720187334)","(34.6731, -120.0165)",88410
334,GA,Roswell,GA 13067,"(34.0391384583, -84.3512225277)","(33.9415, -84.5767)",88346
335,UT,Orem,UT 49049,"(40.2987127625, -111.699188517)","(40.1196, -111.6706)",88328
336,PA,Reading,PA 42011,"(40.3399678686, -75.9266128837)","(40.4164, -75.926)",88082
337,FL,Miami Beach,FL 12086,"(25.8167101614, -80.1341952652)","(25.6171, -80.5682)",87779
338,KS,Lawrence,KS 20045,"(38.9599302924, -95.2628259088)","(38.8845, -95.2924)",87643
339,NM,Rio Rancho,NM 35001,"(35.287307935, -106.697981552)","(35.0515, -106.6702)",87521
340,UT,Sandy,UT 49035,"(40.5702254423, -111.852431062)","(40.6676, -111.9239)",87461
341,NH,Nashua,NH 33011,"(42.7491554459, -71.4909587631)","(42.9153, -71.716)",86494
342,CO,Longmont,CO 08013,"(40.1695164708, -105.10195106)","(40.0925, -105.3575)",86270
343,MN,Duluth,MN 27017,"(46.7854703427, -92.1342013763)","(46.5924, -92.6771)",86265
344,AR,Fort Smith,AR 05131,"(35.3491692636, -94.3696317306)","(35.1993, -94.274)",86209
345,CA,Chico,CA 06007,"(39.7568503668, -121.815983972)","(39.6669, -121.6007)",86187
346,CT,Norwalk,CT 09001,"(41.1175631682, -73.4224513123)","(41.2731, -73.3887)",85603
347,CA,Whittier,CA 06059,"(33.9678255596, -118.018796341)","(33.703, -117.7605)",85331
348,CA,Newport Beach,CA 06059,"(33.6150103607, -117.867364631)","(33.703, -117.7605)",85186
349,FL,Deltona,FL 12127,"(28.905060048, -81.2134269839)","(29.0604, -81.1912)",85182
350,MA,Newton,MA 25025,"(42.3316567616, -71.2084466944)","(42.3308, -71.0818)",85146
351,FL,Plantation,FL 12011,"(26.1259853923, -80.2616762465)","(26.1519, -80.4886)",84955
352,CA,San Leandro,CA 06001,"(37.7074299262, -122.159061655)","(37.6466, -121.886)",84950
353,NJ,Trenton,NJ 34021,"(40.2237289981, -74.7639943311)","(40.2833, -74.7014)",84913
354,VA,Suffolk,VA 51800,"(36.6930367981, -76.6414278469)","(36.6926, -76.6417)",84585
355,NC,Greenville,NC 37147,"(35.5959211876, -77.3766133673)","(35.5935, -77.3748)",84554
356,FL,Sunrise,FL 12011,"(26.1546878303, -80.299841102)","(26.1519, -80.4886)",84439
357,FL,Boca Raton,FL 12099,"(26.3749012715, -80.1078208861)","(26.623, -80.4329)",84392
358,CA,Hawthorne,CA 06037,"(33.914667701, -118.347667728)","(34.3203, -118.2252)",84293
359,TX,Allen,TX 48085,"(33.1087043234, -96.6735373763)","(33.1878, -96.5724)",84246
360,NJ,Clifton,NJ 34017,"(40.8631217425, -74.1575145342)","(40.7068, -74.0825)",84136
361,MI,Westland,MI 26163,"(42.3192220455, -83.3805461719)","(42.284, -83.2865)",84094
362,IL,Cicero,IL 17031,"(41.844539143, -87.7592873023)","(41.8399, -87.8167)",83891
363,CA,San Marcos,CA 06073,"(33.134965986, -117.174363098)","(33.0354, -116.7335)",83781
364,TX,League City,TX 48167,"(29.4872995808, -95.1089858945)","(29.3941, -94.965)",83560
365,NC,Asheville,NC 37021,"(35.5708251391, -82.5537350816)","(35.6112, -82.5302)",83393
366,CA,Citrus Heights,CA 06067,"(38.6947788342, -121.287991502)","(38.4542, -121.3384)",83301
367,CA,Alhambra,CA 06037,"(34.0839734383, -118.135514119)","(34.3203, -118.2252)",83089
368,CA,Tracy,CA 06077,"(37.7243277375, -121.444621463)","(37.9345, -121.272)",82922
369,MN,Bloomington,MN 27053,"(44.8305852429, -93.3150995817)","(45.0045, -93.4768)",82893
370,UT,Ogden,UT 49057,"(41.2281567535, -111.967450557)","(41.2699, -111.9133)",82825
371,IA,Sioux City,IA 19149,"(42.4963149039, -96.3913834837)","(42.7378, -96.2142)",82684
372,RI,Warwick,RI 44001,"(41.7064727301, -71.4345615049)","(41.7161, -71.2842)",82672
373,AL,Hoover,AL 01117,"(33.3767602729, -86.8051937568)","(33.2643, -86.6607)",81619
374,OH,Parma,OH 39035,"(41.3842399838, -81.728599153)","(41.4243, -81.6587)",81601
375,ID,Nampa,ID 16027,"(43.5829315681, -116.564145085)","(43.625, -116.7092)",81557
376,OK,Edmond,OK 40109,"(35.6689350516, -97.4159205309)","(35.5515, -97.4072)",81405
377,IL,Champaign,IL 17019,"(40.1151051361, -88.2729845986)","(40.1401, -88.1991)",81055
378,MI,Troy,MI 26125,"(42.5817340358, -83.1457545154)","(42.6604, -83.3855)",80980
379,CA,Livermore,CA 06001,"(37.6865101361, -121.764357841)","(37.6466, -121.886)",80968
380,CT,Danbury,CT 09001,"(41.4015898606, -73.470938682)","(41.2731, -73.3887)",80893
381,WA,Bellingham,WA 53055,"(48.7535370315, -122.468092906)","(48.5786, -122.9627)",80885
382,IN,Hammond,IN 18089,"(41.6171442828, -87.4909551115)","(41.4156, -87.3817)",80830
383,CA,Buena Park,CA 06059,"(33.8572126844, -118.004517591)","(33.703, -117.7605)",80530
384,TX,Longview,TX 48183,"(32.5192857856, -94.762197598)","(32.4803, -94.8172)",80455
385,IN,Bloomington,IN 18105,"(39.1637458221, -86.5257124351)","(39.1609, -86.5231)",80405
386,RI,Cranston,RI 44003,"(41.7658017135, -71.4861485002)","(41.6719, -71.5943)",80387
387,IN,Gary,IN 18089,"(41.5904779239, -87.3472907397)","(41.4156, -87.3817)",80294
388,CA,Lakewood,CA 06059,"(33.8470531941, -118.122204765)","(33.703, -117.7605)",80048
389,MI,Farmington Hills,MI 26125,"(42.4859956992, -83.3771159714)","(42.6604, -83.3855)",79740
390,MO,O'Fallon,MO 29183,"(38.7852244161, -90.7176856736)","(38.7819, -90.6752)",79329
391,IN,Carmel,IN 18057,"(39.9658404613, -86.1461278461)","(40.0725, -86.052)",79191
392,NC,Concord,NC 37025,"(35.3939316958, -80.6352429349)","(35.3868, -80.5519)",79066
393,CA,Merced,CA 06047,"(37.3055863217, -120.477710571)","(37.1926, -120.718)",78958
394,WI,Racine,WI 55101,"(42.7274599494, -87.813453024)","(42.7477, -88.0551)",78860
395,TX,Sugar Land,TX 48157,"(29.5974680902, -95.627455775)","(29.5274, -95.7707)",78817
396,CA,Hemet,CA 06059,"(33.7352277311, -116.994605005)","(33.703, -117.7605)",78657
397,CA,Chino,CA 06059,"(33.983588126, -117.665296584)","(33.703, -117.7605)",77983
398,FL,Largo,FL 12103,"(27.9090907734, -82.7714203383)","(27.928, -82.722)",77648
399,CA,Menifee,CA 06059,"(33.6909533045, -117.18487699)","(33.703, -117.7605)",77519
400,GA,Albany,GA 13095,"(31.5776036766, -84.1763240815)","(31.5333, -84.2164)",77434
401,NJ,Camden,NJ 34007,"(39.9361910066, -75.1072961899)","(39.8038, -74.9599)",77344
402,CA,Lake Forest,CA 06059,"(33.6634128948, -117.670683341)","(33.703, -117.7605)",77264
403,TX,Edinburg,TX 48215,"(26.3155843974, -98.1637130371)","(26.3968, -98.1811)",77100
404,NY,New Rochelle,NY 36119,"(40.9321713141, -73.7843883178)","(40.9601, -73.8998)",77062
405,TX,Mission,TX 48215,"(26.2033406464, -98.322770513)","(26.3968, -98.1811)",77058
406,CA,Napa,CA 06055,"(38.2980424649, -122.301093331)","(38.5066, -122.3305)",76915
407,CA,Redwood City,CA 06081,"(37.5009145276, -122.224767617)","(37.4218, -122.3293)",76815
408,IN,Fishers,IN 18057,"(39.9587635263, -85.969310702)","(40.0725, -86.052)",76794
409,MO,St. Joseph,MO 29021,"(39.7598312179, -94.8209246813)","(39.6598, -94.8062)",76780
410,GA,Johns Creek,GA 13135,"(34.0332991998, -84.2027195506)","(33.9617, -84.0235)",76728
411,OR,Bend,OR 41017,"(44.0561827184, -121.308690416)","(43.9149, -121.2279)",76639
412,CA,Bellflower,CA 06059,"(33.8880417923, -118.127100236)","(33.703, -117.7605)",76616
413,IL,Bloomington,IL 17113,"(40.4756778366, -88.9700813515)","(40.4908, -88.8473)",76610
414,MA,Lawrence,MA 25009,"(42.7002772201, -71.1626790341)","(42.6729, -70.9581)",76377
415,AZ,Avondale,AZ 04013,"(33.3858367405, -112.323626619)","(33.3488, -112.4912)",76238
416,TX,Bryan,TX 48041,"(30.6665687582, -96.3663819223)","(30.6611, -96.3023)",76201
417,IL,Decatur,IL 17115,"(39.8555822645, -88.9336983421)","(39.8599, -88.9617)",76122
418,PA,Scranton,PA 42069,"(41.4043729362, -75.6649126898)","(41.437, -75.6092)",76089
419,FL,Melbourne,FL 12009,"(28.1158805782, -80.6508814613)","(28.2631, -80.7436)",76068
420,CA,Indio,CA 06065,"(33.7298067837, -116.237258141)","(33.7437, -115.9939)",76036
421,MN,Brooklyn Park,MN 27053,"(45.1112033916, -93.3505067942)","(45.0045, -93.4768)",75781
422,MA,Somerville,MA 25025,"(42.3905738858, -71.1017450879)","(42.3308, -71.0818)",75754
423,VA,Lynchburg,VA 51680,"(37.4004163016, -79.1911081)","(37.4005, -79.191)",75568
424,CA,Tustin,CA 06059,"(33.7308520326, -117.810730968)","(33.703, -117.7605)",75540
425,CA,Baldwin Park,CA 06037,"(34.082871519, -117.972100918)","(34.3203, -118.2252)",75390
426,FL,Palm Coast,FL 12035,"(29.5405590976, -81.2508206143)","(29.4605, -81.3145)",75180
427,IL,Arlington Heights,IL 17097,"(42.095623342, -87.9825627457)","(42.3231, -88.0036)",75101
428,ID,Meridian,ID 16001,"(43.6185195383, -116.39758487)","(43.4511, -116.2411)",75092
429,FL,Deerfield Beach,FL 12011,"(26.3049966413, -80.1277706584)","(26.1519, -80.4886)",75018
430,PA,Bethlehem,PA 42095,"(40.6266402578, -75.3679048175)","(40.7543, -75.3074)",74982
431,OR,Medford,OR 41029,"(42.3371987584, -122.853625909)","(42.4321, -122.7284)",74907
432,CA,Chino Hills,CA 06059,"(33.950774546, -117.725326968)","(33.703, -117.7605)",74799
433,IL,Evanston,IL 17031,"(42.0463099649, -87.6940348773)","(41.8399, -87.8167)",74486
434,MI,Kalamazoo,MI 26077,"(42.2748756474, -85.588188576)","(42.2454, -85.5311)",74262
435,IL,Schaumburg,IL 17043,"(42.0305488755, -88.0838663543)","(41.852, -88.0857)",74227
436,CA,Mountain View,CA 06081,"(37.3999252379, -122.079544343)","(37.4218, -122.3293)",74066
437,WA,Kennewick,WA 53005,"(46.198438428, -119.173245847)","(46.2398, -119.5112)",73917
438,CA,Alameda,CA 06075,"(37.7650849031, -122.266489842)","(37.7558, -122.4424)",73812
439,CA,Upland,CA 06059,"(34.1178445701, -117.660290062)","(33.703, -117.7605)",73732
440,AR,Fayetteville,AR 05143,"(36.0712117312, -94.1659600436)","(35.98, -94.2147)",73580
441,IL,Bolingbrook,IL 17043,"(41.6911653908, -88.1011218035)","(41.852, -88.0857)",73366
442,CT,New Britain,CT 09003,"(41.675922654, -72.7861630705)","(41.8064, -72.7328)",73206
443,OH,Canton,OH 39151,"(40.8080192662, -81.3676594998)","(40.8138, -81.3659)",73007
444,UT,St. George,UT 49053,"(37.0787444634, -113.579352503)","(37.2804, -113.5049)",72897
445,WI,Appleton,WI 55087,"(44.2776987457, -88.3897664444)","(44.4161, -88.4649)",72623
446,CA,Folsom,CA 06067,"(38.6750494328, -121.147605753)","(38.4542, -121.3384)",72203
447,CA,San Ramon,CA 06001,"(37.7623705462, -121.938150371)","(37.6466, -121.886)",72148
448,MI,Wyoming,MI 26081,"(42.8909745661, -85.7067229249)","(43.0322, -85.5492)",72125
449,LA,Lake Charles,LA 22019,"(30.2030679966, -93.2148796496)","(30.2292, -93.3579)",71993
450,TX,Baytown,TX 48071,"(29.7571153043, -94.9676276217)","(29.739, -94.6073)",71802
451,NC,Gastonia,NC 37071,"(35.2472984431, -81.1836588468)","(35.2945, -81.1801)",71741
452,MI,Southfield,MI 26163,"(42.4765016267, -83.2605284738)","(42.284, -83.2865)",71739
453,RI,Pawtucket,RI 44007,"(41.8744534517, -71.3743580803)","(41.8724, -71.5811)",71148
454,MI,Rochester Hills,MI 26099,"(42.6645256768, -83.1563037157)","(42.6956, -82.9322)",70995
455,DE,Wilmington,DE 10003,"(39.7412748227, -75.5418960925)","(39.5811, -75.6488)",70851
456,WI,Waukesha,WI 55133,"(43.0093332215, -88.2457679157)","(43.0181, -88.3045)",70718
457,MN,Plymouth,MN 27053,"(45.022462874, -93.4616016242)","(45.0045, -93.4768)",70576
458,TX,Pharr,TX 48215,"(26.168815399, -98.1904720704)","(26.3968, -98.1811)",70400
459,CA,Pleasanton,CA 06001,"(37.6656092171, -121.880775002)","(37.6466, -121.886)",70285
460,WA,Auburn,WA 53053,"(47.3038544325, -122.210810557)","(47.023, -122.102)",70180
461,NC,Jacksonville,NC 37133,"(34.7331103037, -77.3951822819)","(34.7374, -77.4342)",70145
462,IN,Muncie,IN 18035,"(40.1987098324, -85.3942940148)","(40.2275, -85.3969)",70085
463,AR,Springdale,AR 05007,"(36.1869932598, -94.1536274531)","(36.3392, -94.2573)",69797
464,NJ,Passaic,NJ 34003,"(40.8574581109, -74.1281123174)","(40.9001, -73.9344)",69781
465,CA,Lynwood,CA 06037,"(33.9239616867, -118.201648375)","(34.3203, -118.2252)",69772
466,CA,Union City,CA 06001,"(37.6028390812, -122.018966106)","(37.6466, -121.886)",69516
467,CA,Apple Valley,CA 06037,"(34.5315984948, -117.211012664)","(34.3203, -118.2252)",69135
468,CA,Redlands,CA 06059,"(34.0511315317, -117.170935294)","(33.703, -117.7605)",68747
469,IL,Palatine,IL 17097,"(42.1180663695, -88.042989882)","(42.3231, -88.0036)",68557
470,CA,Turlock,CA 06099,"(37.5052158271, -120.858762412)","(37.5592, -120.9978)",68549
471,IA,Waterloo,IA 19013,"(42.4919736932, -92.3521759342)","(42.4701, -92.3085)",68406
472,CA,Perris,CA 06059,"(33.7897346094, -117.223291831)","(33.703, -117.7605)",68386
473,FL,Boynton Beach,FL 12099,"(26.5279818052, -80.0814660417)","(26.623, -80.4329)",68217
474,SD,Rapid City,SD 46103,"(44.0705009564, -103.218361421)","(44.0037, -102.8238)",67956
475,NM,Santa Fe,NM 35049,"(35.6662719601, -105.972662995)","(35.5068, -105.9761)",67947
476,IA,Iowa City,IA 19103,"(41.6558950332, -91.5308854927)","(41.6715, -91.5881)",67862
477,SC,Mount Pleasant,SC 45019,"(32.8538274584, -79.8230343029)","(32.6714, -80.1831)",67843
478,MS,Gulfport,MS 28047,"(30.427377008, -89.0701908439)","(30.515, -89.1185)",67793
479,TX,Missouri City,TX 48157,"(29.563674661, -95.5382066661)","(29.5274, -95.7707)",67358
480,UT,Layton,UT 49011,"(41.077181614, -111.961589302)","(40.9907, -112.1114)",67311
481,NY,Mount Vernon,NY 36005,"(40.9136008569, -73.8291001676)","(40.8527, -73.8669)",67292
482,AR,Jonesboro,AR 05031,"(35.8208121538, -90.6794991686)","(35.8308, -90.6328)",67263
483,IN,Lafayette,IN 18157,"(40.3994285285, -86.8617007404)","(40.3886, -86.8941)",67140
484,CA,Manteca,CA 06077,"(37.7961925102, -121.231230612)","(37.9345, -121.272)",67096
485,OH,Youngstown,OH 39099,"(41.0993286607, -80.6463187081)","(41.0146, -80.7753)",66982
486,FL,Lauderhill,FL 12011,"(26.1605584187, -80.2241278263)","(26.1519, -80.4886)",66887
487,CO,Loveland,CO 08069,"(40.4165693758, -105.061758435)","(40.6664, -105.4612)",66859
488,CA,Milpitas,CA 06001,"(37.433869763, -121.892083025)","(37.6466, -121.886)",66790
489,MT,Missoula,MT 30063,"(46.8694402455, -114.009863843)","(47.0364, -113.9237)",66788
490,CA,Redondo Beach,CA 06037,"(33.8575280159, -118.376567893)","(34.3203, -118.2252)",66748
491,LA,Kenner,LA 22089,"(30.0106937201, -90.2550320135)","(29.8836, -90.3631)",66702
492,GA,Warner Robins,GA 13153,"(32.5985113609, -83.6530271267)","(32.459, -83.6662)",66588
493,NJ,Union City,NJ 34017,"(40.7674606884, -74.032293507)","(40.7068, -74.0825)",66455
494,ME,Portland,ME 23005,"(43.6779836271, -70.2752544531)","(43.8487, -70.4096)",66194
495,SC,Rock Hill,SC 45091,"(34.9403611496, -81.0249178286)","(34.9747, -81.1845)",66154
496,NY,Schenectady,NY 36093,"(42.8025204414, -73.9275333869)","(42.8182, -74.0585)",66135
497,WY,Cheyenne,WY 56021,"(41.1460804265, -104.789064332)","(41.3071, -104.6896)",59466
498,WV,Charleston,WV 54039,"(38.3484079736, -81.632165003)","(38.3365, -81.5281)",51400
499,VT,Burlington,VT 50007,"(44.4876245694, -73.2314828365)","(44.4609, -73.0809)",42417
